tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,PULocationID,DOLocationID,LocationID,zone,latitude,longitude,borough
2020-12-07 20:22:50,2020-12-07 20:26:32,.80,170,233,220,Spuyten Duyvil/Kingsbridge,-73.91187726,40.88190094,Bronx
2020-12-07 20:09:49,2020-12-07 20:16:28,1.63,79,170,221,Stapleton,-74.08133476,40.62022398,Staten Island
2020-12-07 20:17:18,2020-12-07 20:27:07,1.91,170,142,222,Starrett City,-73.88213752,40.64687191,Brooklyn
2020-12-07 20:31:07,2020-12-07 20:34:14,.53,230,100,223,Steinway,-73.90667183,40.77819333,Queens
2020-12-07 20:36:14,2020-12-07 20:52:28,1.00,100,230,224,Stuy Town/Peter Cooper Village,-73.97784208,40.73172816,Manhattan
2020-12-07 20:55:00,2020-12-07 21:01:55,1.94,230,249,225,Stuyvesant Heights,-73.93144485,40.68878507,Brooklyn
2020-12-07 20:14:12,2020-12-07 20:20:06,1.22,143,48,226,Sunnyside,-73.92932128,40.73527341,Queens
2020-12-07 20:53:06,2020-12-07 20:56:21,.85,142,143,227,Sunset Park East,-74.00679455,40.64159764,Brooklyn
2020-12-07 20:41:55,2020-12-07 20:46:48,1.28,249,234,228,Sunset Park West,-74.00996047,40.65361821,Brooklyn
2020-12-07 20:13:23,2020-12-07 20:22:32,1.40,161,107,229,Sutton Place/Turtle Bay North,-73.9651742,40.7565893,Manhattan
2020-12-07 20:48:00,2020-12-07 21:06:51,8.07,132,86,230,Times Sq/Theatre District,-73.98417616,40.75984474,Manhattan
2020-12-07 20:03:23,2020-12-07 20:10:56,2.66,48,151,231,TriBeCa/Civic Center,-74.00671162,40.71869564,Manhattan
2020-12-07 20:52:56,2020-12-07 21:04:36,5.42,238,243,232,Two Bridges/Seward Park,-73.9823067,40.71538608,Manhattan
2020-12-07 20:36:08,2020-12-07 20:47:08,3.90,79,262,233,UN/Turtle Bay South,-73.97125598,40.7491721,Manhattan
2020-12-07 20:53:57,2020-12-07 21:09:43,6.20,141,45,234,Union Sq,-73.99047762,40.74031346,Manhattan
2020-12-07 20:43:02,2020-12-07 20:59:49,11.60,138,147,235,University Heights/Morris Heights,-73.91496833,40.85350293,Bronx
2020-12-07 20:24:02,2020-12-07 20:27:58,.70,161,162,236,Upper East Side North,-73.95697239,40.78049148,Manhattan
2020-12-07 20:34:07,2020-12-07 20:38:26,.60,161,230,237,Upper East Side South,-73.96569149,40.76854188,Manhattan
2020-12-07 20:09:57,2020-12-07 20:18:03,2.09,237,143,238,Upper West Side North,-73.97281452,40.79176625,Manhattan
2020-12-07 20:53:06,2020-12-07 21:00:31,2.66,170,236,239,Upper West Side South,-73.97827334,40.78410736,Manhattan
2020-12-07 20:20:48,2020-12-07 20:31:53,2.50,164,145,240,Van Cortlandt Park,-73.87906719,40.89474642,Bronx
2020-12-07 20:52:44,2020-12-07 21:12:46,6.70,161,116,241,Van Cortlandt Village,-73.89645014,40.87597585,Bronx
2020-12-07 20:35:31,2020-12-07 20:49:14,2.98,164,144,242,Van Nest/Morris Park,-73.83987896,40.84959658,Bronx
2020-12-07 20:53:10,2020-12-07 21:00:16,1.23,148,4,243,Washington Heights North,-73.93282432,40.85867029,Manhattan
2020-12-07 20:22:40,2020-12-07 20:44:46,5.71,100,80,244,Washington Heights South,-73.94166681,40.84121867,Manhattan
2020-12-07 20:06:38,2020-12-07 20:12:31,1.30,186,50,245,West Brighton,-74.10317061,40.62847848,Staten Island
2020-12-07 20:02:21,2020-12-07 20:11:50,1.81,170,237,246,West Chelsea/Hudson Yards,-74.00451257,40.75243725,Manhattan
2020-12-07 20:17:27,2020-12-07 20:24:16,1.68,161,236,247,West Concourse,-73.92505918,40.82921147,Bronx
2020-12-07 20:40:35,2020-12-07 20:51:46,2.18,234,230,248,West Farms/Bronx River,-73.87101045,40.8346772,Bronx
2020-12-07 20:49:17,2020-12-07 21:01:09,2.05,144,90,249,West Village,-74.00249691,40.73461156,Manhattan
2020-12-07 20:15:43,2020-12-07 20:47:26,6.10,100,48,250,Westchester Village/Unionport,-73.84947868,40.83249069,Bronx
2020-12-07 20:50:44,2020-12-07 20:54:03,.90,48,68,251,Westerleigh,-74.12323684,40.61960552,Staten Island
2020-12-07 20:05:04,2020-12-07 20:12:20,1.10,48,100,252,Whitestone,-73.8153943,40.78836065,Queens
2020-12-07 20:21:30,2020-12-07 20:26:16,1.20,142,238,253,Willets Point,-73.84147455,40.76008634,Queens
2020-12-07 20:40:52,2020-12-07 20:47:12,1.30,163,237,254,Williamsbridge/Olinville,-73.85826965,40.88322333,Bronx
2020-12-07 20:58:09,2020-12-07 21:08:58,2.10,230,246,255,Williamsburg (North Side),-73.95713378,40.71883419,Brooklyn
2020-12-07 20:34:21,2020-12-07 20:41:18,1.78,170,113,256,Williamsburg (South Side),-73.95910788,40.71097713,Brooklyn
2020-12-07 20:47:22,2020-12-07 20:56:48,2.56,107,141,257,Windsor Terrace,-73.97723931,40.6536645,Brooklyn
2020-12-07 19:58:30,2020-12-07 20:05:19,.94,90,113,258,Woodhaven,-73.85663905,40.69012637,Queens
2020-12-07 20:08:50,2020-12-07 20:23:18,2.77,114,233,259,Woodlawn/Wakefield,-73.85635112,40.89910277,Bronx
2020-12-07 20:46:35,2020-12-07 21:12:18,5.70,90,41,260,Woodside,-73.90371328,40.74679779,Queens
2020-12-07 20:17:20,2020-12-07 20:31:08,2.93,230,234,261,World Trade Center,-74.01291938,40.70897562,Manhattan
2020-12-07 20:46:28,2020-12-07 20:50:54,.68,100,50,262,Yorkville East,-73.94582982,40.77653423,Manhattan
2020-12-07 20:08:29,2020-12-07 20:11:00,.26,68,68,263,Yorkville West,-73.95120799,40.77849587,Manhattan
2020-12-07 20:37:33,2020-12-07 20:43:55,1.42,186,107,,,,,
2020-12-07 20:06:50,2020-12-07 20:36:31,.00,107,14,,,,,
2020-12-07 20:24:28,2020-12-07 20:51:34,12.76,138,249,,,,,
2020-12-07 20:05:33,2020-12-07 20:08:46,1.04,90,249,,,,,
2020-12-07 20:18:01,2020-12-07 20:19:32,.36,90,90,,,,,
2020-12-07 20:48:57,2020-12-07 20:54:21,1.33,236,141,,,,,
2020-12-07 20:30:43,2020-12-07 20:34:20,.64,142,48,,,,,
2020-12-07 20:11:49,2020-12-07 20:18:35,1.28,161,186,,,,,
2020-12-07 20:21:58,2020-12-07 20:30:41,1.96,152,75,,,,,
2020-12-07 20:03:58,2020-12-07 20:13:28,2.60,211,100,,,,,
2020-12-07 20:54:19,2020-12-07 21:12:30,5.80,264,141,,,,,
2020-12-07 20:35:32,2020-12-07 20:46:13,2.60,249,48,,,,,
2020-12-07 20:49:46,2020-12-07 21:01:45,3.21,50,262,,,,,
2020-12-07 20:22:50,2020-12-07 20:26:42,1.00,170,107,,,,,
2020-12-07 20:28:05,2020-12-07 20:36:40,1.67,107,249,,,,,
2020-12-07 20:49:06,2020-12-07 21:08:45,6.90,132,191,,,,,
2020-12-07 20:50:50,2020-12-07 20:57:21,1.82,186,142,,,,,
2020-12-07 20:52:45,2020-12-07 21:07:40,2.95,170,262,,,,,
2020-12-07 19:58:02,2020-12-07 20:10:33,2.37,186,142,,,,,
2020-12-07 20:22:35,2020-12-08 20:10:33,1.12,230,164,,,,,
2020-12-07 20:33:42,2020-12-07 20:47:35,2.79,164,239,,,,,
2020-12-07 19:57:09,2020-12-07 20:03:07,.67,230,100,,,,,
2020-12-07 20:05:05,2020-12-07 20:08:33,.80,100,164,,,,,
2020-12-07 20:04:47,2020-12-07 20:12:59,2.08,237,236,,,,,
2020-12-07 20:15:52,2020-12-07 20:28:33,3.43,236,107,,,,,
2020-12-07 20:53:17,2020-12-07 20:57:59,1.15,144,113,,,,,
2020-12-07 20:38:47,2020-12-07 20:48:11,2.62,148,229,,,,,
2020-12-07 20:50:18,2020-12-07 20:53:58,1.48,229,263,,,,,
2020-12-07 20:08:21,2020-12-07 20:21:57,2.49,143,100,,,,,
2020-12-07 20:12:04,2020-12-07 20:17:24,2.16,137,4,,,,,
2020-12-07 20:09:18,2020-12-07 20:16:16,2.00,237,43,,,,,
2020-12-07 19:57:33,2020-12-07 20:06:01,1.90,236,162,,,,,
2020-12-07 20:10:05,2020-12-07 20:12:31,.68,141,229,,,,,
2020-12-07 20:32:45,2020-12-07 20:49:02,6.67,170,25,,,,,
2020-12-07 20:21:15,2020-12-07 20:27:30,1.14,234,79,,,,,
2020-12-07 20:42:37,2020-12-07 20:52:20,2.28,87,66,,,,,
2020-12-07 20:54:13,2020-12-07 21:11:14,6.81,66,227,,,,,
2020-12-08 14:50:23,2020-12-08 15:02:55,1.89,100,249,,,,,
2020-12-08 14:46:20,2020-12-08 14:59:24,1.70,229,236,,,,,
2020-12-08 14:49:04,2020-12-08 14:56:01,.97,229,161,,,,,
2020-12-08 15:00:14,2020-12-08 15:07:19,1.45,142,239,,,,,
2020-12-08 14:27:41,2020-12-08 14:37:49,1.39,24,41,,,,,
2020-12-08 14:23:04,2020-12-08 14:52:34,17.84,132,42,,,,,
2020-12-08 14:31:21,2020-12-08 14:35:09,.50,237,237,,,,,
2020-12-08 14:37:33,2020-12-08 14:43:54,1.30,75,74,,,,,
2020-12-08 14:42:36,2020-12-08 14:53:08,1.00,236,237,,,,,
2020-12-08 14:14:56,2020-12-08 14:29:28,1.72,236,163,,,,,
2020-12-08 14:16:46,2020-12-08 14:22:02,.80,246,90,,,,,
2020-12-08 14:29:16,2020-12-08 14:49:22,8.20,230,244,,,,,
2020-12-08 14:24:27,2020-12-08 14:34:15,1.09,236,237,,,,,
2020-12-08 14:34:25,2020-12-08 14:41:47,1.40,237,142,,,,,
2020-12-08 14:57:55,2020-12-08 15:17:38,3.37,161,144,,,,,
2020-12-08 14:13:56,2020-12-08 14:20:00,.69,142,142,,,,,
2020-12-08 14:21:12,2020-12-08 14:26:27,.88,142,239,,,,,
2020-12-08 14:52:12,2020-12-08 15:03:53,1.85,43,236,,,,,
2020-12-08 14:27:13,2020-12-08 14:38:36,1.13,137,164,,,,,
2020-12-08 14:12:57,2020-12-08 14:21:52,1.50,158,68,,,,,
2020-12-08 14:00:53,2020-12-08 14:11:49,1.00,249,211,,,,,
2020-12-08 14:19:49,2020-12-08 14:25:42,.90,107,170,,,,,
2020-12-08 14:36:57,2020-12-08 14:47:18,1.30,237,236,,,,,
2020-12-08 14:08:58,2020-12-08 14:27:02,5.80,238,243,,,,,
2020-12-08 14:16:30,2020-12-08 14:24:19,1.40,151,239,,,,,
2020-12-08 14:31:30,2020-12-08 14:44:58,2.90,238,116,,,,,
2020-12-08 14:46:38,2020-12-08 14:57:22,1.40,116,42,,,,,
2020-12-08 14:34:12,2020-12-08 15:00:29,4.10,113,236,,,,,
2020-12-08 14:58:45,2020-12-08 15:16:42,4.16,263,107,,,,,
2020-12-08 14:14:55,2020-12-08 14:30:18,1.91,237,239,,,,,
2020-12-08 14:33:45,2020-12-08 14:42:16,1.46,238,237,,,,,
2020-12-08 14:45:01,2020-12-08 14:52:39,.86,237,236,,,,,
2020-12-08 14:56:34,2020-12-08 15:07:19,1.27,236,237,,,,,
2020-12-08 13:57:06,2020-12-08 14:06:13,1.17,237,236,,,,,
2020-12-08 14:19:49,2020-12-08 14:23:09,.46,236,236,,,,,
2020-12-08 14:33:26,2020-12-08 14:40:38,.49,141,237,,,,,
2020-12-08 13:58:36,2020-12-08 14:00:57,.35,236,236,,,,,
2020-12-08 14:11:05,2020-12-08 14:23:12,1.60,236,162,,,,,
2020-12-08 14:40:48,2020-12-08 14:54:39,1.01,107,79,,,,,
2020-12-08 14:57:56,2020-12-08 15:00:46,.31,79,79,,,,,
2020-12-08 14:50:13,2020-12-08 15:14:27,2.85,75,142,,,,,
2020-12-08 14:41:18,2020-12-08 14:46:45,1.70,140,229,,,,,
2020-12-08 14:49:56,2020-12-08 15:05:35,2.30,161,262,,,,,
2020-12-08 14:21:37,2020-12-08 15:17:55,12.69,161,177,,,,,
2020-12-08 14:06:29,2020-12-08 14:19:53,1.90,262,238,,,,,
2020-12-08 14:10:12,2020-12-08 14:27:39,3.22,229,249,,,,,
2020-12-08 14:39:57,2020-12-08 14:56:01,3.53,231,161,,,,,
2020-12-08 14:06:11,2020-12-08 14:12:37,.80,52,40,,,,,
2020-12-08 14:48:19,2020-12-08 15:12:58,4.60,186,24,,,,,
2020-12-08 14:22:26,2020-12-08 14:26:21,.57,236,75,,,,,
2020-12-08 14:31:10,2020-12-08 14:50:23,3.96,43,233,,,,,
2020-12-08 14:15:44,2020-12-08 14:26:22,1.45,161,170,,,,,
2020-12-08 14:29:30,2020-12-08 14:33:36,.85,170,107,,,,,
2020-12-08 14:42:13,2020-12-08 14:49:05,2.39,4,45,,,,,
2020-12-08 14:13:26,2020-12-08 14:20:29,1.44,246,230,,,,,
2020-12-08 14:34:09,2020-12-08 14:47:13,2.21,43,236,,,,,
2020-12-08 14:53:39,2020-12-08 15:09:20,1.41,263,141,,,,,
2020-12-08 14:08:50,2020-12-08 14:27:17,2.31,141,170,,,,,
2020-12-08 14:32:36,2020-12-08 14:52:21,2.89,161,238,,,,,
2020-12-08 14:23:54,2020-12-08 14:46:58,3.85,148,48,,,,,
2020-12-08 14:05:44,2020-12-08 14:52:26,19.90,132,238,,,,,
2020-12-08 14:16:34,2020-12-08 14:38:53,3.39,229,238,,,,,
2020-12-08 14:47:51,2020-12-08 15:02:13,1.92,142,140,,,,,
2020-12-08 14:11:10,2020-12-08 14:15:48,.95,230,164,,,,,
2020-12-08 14:07:01,2020-12-08 14:18:20,1.76,234,233,,,,,
2020-12-08 14:23:51,2020-12-08 14:36:53,2.06,170,263,,,,,
2020-12-08 14:43:27,2020-12-08 14:58:30,2.61,262,161,,,,,
2020-12-08 14:59:53,2020-12-08 15:18:05,2.32,161,239,,,,,
2020-12-08 14:09:05,2020-12-08 14:29:25,3.48,144,142,,,,,
2020-12-08 14:40:58,2020-12-08 14:57:36,2.24,162,236,,,,,
2020-12-08 14:17:53,2020-12-08 14:47:22,7.90,162,40,,,,,
2020-12-08 14:26:11,2020-12-08 14:33:49,1.09,236,75,,,,,
2020-12-08 14:52:27,2020-12-08 15:02:17,.79,237,237,,,,,
2020-12-08 14:02:18,2020-12-08 14:09:29,1.50,230,246,,,,,
2020-12-08 14:12:56,2020-12-08 14:15:23,.60,246,50,,,,,
2020-12-08 14:20:43,2020-12-08 14:39:01,2.70,50,236,,,,,
2020-12-08 14:09:09,2020-12-08 14:17:38,1.40,151,142,,,,,
2020-12-08 14:02:03,2020-12-08 14:14:33,1.69,236,239,,,,,
2020-12-08 14:22:05,2020-12-08 14:29:15,.93,238,151,,,,,
2020-12-08 14:31:55,2020-12-08 14:40:37,1.59,151,152,,,,,
2020-12-08 14:15:05,2020-12-08 14:18:52,.87,186,234,,,,,
2020-12-08 14:33:45,2020-12-08 14:48:57,2.81,234,43,,,,,
2020-12-08 14:59:56,2020-12-08 15:10:38,1.09,140,141,,,,,
2020-12-08 14:14:49,2020-12-08 14:20:45,1.24,237,142,,,,,
2020-12-08 14:16:13,2020-12-08 14:22:13,1.00,186,163,,,,,
2020-12-08 14:43:26,2020-12-08 14:54:54,1.05,238,238,,,,,
2020-12-08 14:17:02,2020-12-08 14:22:30,1.22,141,162,,,,,
2020-12-08 14:46:09,2020-12-08 15:03:07,2.71,114,161,,,,,
2020-12-08 15:00:15,2020-12-08 15:20:47,1.74,43,237,,,,,
2020-12-08 14:03:32,2020-12-08 14:08:09,.50,140,237,,,,,
2020-12-08 14:31:45,2020-12-08 14:45:43,3.86,107,87,,,,,
2020-12-08 14:13:28,2020-12-08 14:17:49,.20,263,236,,,,,
2020-12-08 14:05:56,2020-12-08 14:21:02,2.80,143,68,,,,,
2020-12-08 14:28:33,2020-12-08 14:43:00,1.10,186,113,,,,,
2020-12-08 14:51:55,2020-12-08 14:58:08,.80,113,90,,,,,
2020-12-08 14:25:36,2020-12-08 14:34:14,.93,237,237,,,,,
2020-12-08 14:36:57,2020-12-08 14:46:44,.55,141,141,,,,,
2020-12-08 14:14:15,2020-12-08 14:17:31,.57,164,100,,,,,
2020-12-08 14:28:37,2020-12-08 14:36:27,1.37,186,107,,,,,
2020-12-08 14:39:49,2020-12-08 14:46:21,1.11,107,162,,,,,
2020-12-09 13:33:35,2020-12-09 13:48:14,2.10,140,43,,,,,
2020-12-09 12:59:37,2020-12-09 13:23:33,2.06,236,229,,,,,
2020-12-09 13:35:15,2020-12-09 13:43:57,2.89,229,107,,,,,
2020-12-09 13:46:00,2020-12-09 13:57:04,.98,107,234,,,,,
2020-12-09 13:09:10,2020-12-09 13:31:27,3.42,100,236,,,,,
2020-12-09 13:07:00,2020-12-09 13:15:22,.60,164,137,,,,,
2020-12-09 13:49:26,2020-12-09 13:53:50,.70,114,234,,,,,
2020-12-09 13:54:59,2020-12-09 14:02:06,1.00,234,234,,,,,
2020-12-09 13:06:32,2020-12-09 13:18:23,1.99,161,107,,,,,
2020-12-09 13:40:48,2020-12-09 13:46:31,.60,263,262,,,,,
2020-12-09 13:39:28,2020-12-09 13:57:47,1.60,263,238,,,,,
2020-12-09 13:05:16,2020-12-09 13:13:12,1.34,75,263,,,,,
2020-12-09 13:35:58,2020-12-09 13:43:32,.81,141,237,,,,,
2020-12-09 13:08:06,2020-12-09 13:17:19,1.40,143,48,,,,,
2020-12-09 13:24:42,2020-12-09 13:33:52,1.40,143,237,,,,,
2020-12-09 13:52:38,2020-12-09 13:57:58,.50,236,263,,,,,
2020-12-09 13:14:04,2020-12-09 13:24:43,1.90,107,229,,,,,
2020-12-09 13:27:26,2020-12-09 13:34:52,.85,140,229,,,,,
2020-12-09 13:30:12,2020-12-09 13:37:01,.81,164,161,,,,,
2020-12-09 13:44:39,2020-12-09 14:23:32,4.04,164,262,,,,,
2020-12-09 13:57:09,2020-12-09 14:13:09,1.80,141,236,,,,,
2020-12-09 13:15:43,2020-12-09 13:23:26,1.60,75,239,,,,,
2020-12-09 13:27:05,2020-12-09 14:16:37,6.58,239,243,,,,,
2020-12-09 13:13:52,2020-12-09 13:42:50,4.97,161,129,,,,,
2020-12-09 13:26:09,2020-12-09 13:33:24,1.07,164,163,,,,,
2020-12-09 13:35:43,2020-12-09 13:51:50,2.96,43,41,,,,,
2020-12-09 13:04:41,2020-12-09 13:20:50,1.90,264,236,,,,,
2020-12-09 13:33:19,2020-12-09 13:47:51,1.90,264,151,,,,,
2020-12-09 13:22:39,2020-12-09 13:32:19,1.15,41,41,,,,,
2020-12-09 13:10:35,2020-12-09 13:41:03,6.58,186,17,,,,,
2020-12-09 13:10:04,2020-12-09 13:13:41,.66,100,48,,,,,
2020-12-09 13:25:57,2020-12-09 13:37:04,1.96,144,65,,,,,
2020-12-09 13:47:01,2020-12-09 14:19:44,8.19,144,151,,,,,
2020-12-09 13:03:03,2020-12-09 13:14:46,2.18,239,263,,,,,
2020-12-09 13:42:16,2020-12-09 13:52:09,3.26,50,166,,,,,
2020-12-09 13:55:25,2020-12-09 14:04:55,1.63,166,239,,,,,
2020-12-09 13:06:31,2020-12-09 13:14:14,1.02,234,113,,,,,
2020-12-09 13:48:29,2020-12-09 13:54:56,1.06,186,230,,,,,
2020-12-09 13:22:34,2020-12-09 13:32:04,1.43,234,113,,,,,
2020-12-09 13:47:26,2020-12-09 14:19:50,8.23,229,95,,,,,
2020-12-09 13:15:58,2020-12-09 13:21:15,.80,261,13,,,,,
2020-12-09 13:24:13,2020-12-09 13:41:44,7.10,13,140,,,,,
2020-12-09 13:58:19,2020-12-09 14:11:55,1.00,262,141,,,,,
2020-12-09 13:15:52,2020-12-09 13:21:48,.48,90,234,,,,,
2020-12-09 13:22:38,2020-12-09 13:32:51,.98,234,114,,,,,
2020-12-09 13:37:58,2020-12-09 13:46:43,.40,141,140,,,,,
2020-12-09 13:14:23,2020-12-09 13:21:53,.90,75,75,,,,,
2020-12-09 13:16:06,2020-12-09 13:20:24,.73,141,141,,,,,
2020-12-09 13:26:11,2020-12-09 13:45:46,2.21,164,79,,,,,
2020-12-09 13:11:05,2020-12-09 13:21:55,1.92,170,114,,,,,
2020-12-09 13:56:16,2020-12-09 13:59:30,.37,162,229,,,,,
2020-12-09 13:56:16,2020-12-09 13:59:30,.37,162,229,,,,,
2020-12-09 13:54:06,2020-12-09 13:56:49,.45,142,142,,,,,
2020-12-09 13:34:33,2020-12-09 13:45:17,1.70,239,236,,,,,
2020-12-09 13:50:21,2020-12-09 13:59:59,1.60,236,239,,,,,
2020-12-09 13:38:22,2020-12-09 13:46:09,.61,141,162,,,,,
2020-12-09 13:47:27,2020-12-09 14:00:25,1.48,162,48,,,,,
2020-12-09 13:07:07,2020-12-09 13:12:42,.50,231,211,,,,,
2020-12-09 13:03:09,2020-12-09 13:06:55,.85,90,158,,,,,
2020-12-09 13:47:14,2020-12-09 13:51:50,.53,140,140,,,,,
2020-12-09 13:05:20,2020-12-09 13:18:17,2.00,48,234,,,,,
2020-12-09 13:41:24,2020-12-09 13:46:51,.60,137,107,,,,,
2020-12-09 13:36:33,2020-12-09 13:55:55,1.47,237,229,,,,,
2020-12-09 13:57:59,2020-12-09 14:02:54,.93,229,141,,,,,
2020-12-09 13:24:28,2020-12-09 13:33:53,1.30,234,249,,,,,
2020-12-09 13:55:52,2020-12-09 14:10:15,2.10,158,164,,,,,
2020-12-09 13:41:40,2020-12-09 13:49:48,.90,236,237,,,,,
2020-12-09 13:51:03,2020-12-09 13:56:31,.50,237,163,,,,,
2020-12-09 13:58:50,2020-12-09 14:04:36,.79,163,142,,,,,
2020-12-09 13:16:49,2020-12-09 13:21:21,.90,238,151,,,,,
2020-12-09 13:28:37,2020-12-09 13:42:05,2.60,236,41,,,,,
2020-12-09 13:40:13,2020-12-09 13:44:33,.46,237,237,,,,,
2020-12-09 13:03:34,2020-12-09 13:06:18,.70,230,230,,,,,
2020-12-09 13:09:14,2020-12-09 13:24:33,3.20,230,151,,,,,
2020-12-09 13:48:06,2020-12-09 13:52:26,.60,100,186,,,,,
2020-12-09 13:58:40,2020-12-09 14:15:55,2.60,164,236,,,,,
2020-12-09 13:23:53,2020-12-09 13:34:13,1.00,163,140,,,,,
2020-12-09 13:05:43,2020-12-09 13:07:55,.50,142,239,,,,,
2020-12-09 13:12:12,2020-12-09 13:24:06,2.30,238,50,,,,,
2020-12-09 13:25:49,2020-12-09 13:33:35,2.60,50,238,,,,,
2020-12-09 13:38:20,2020-12-09 13:43:18,1.10,238,24,,,,,
2020-12-09 13:10:59,2020-12-09 13:23:54,1.30,161,100,,,,,
2020-12-09 13:21:24,2020-12-09 13:37:12,2.62,162,263,,,,,
2020-12-09 13:02:49,2020-12-09 13:14:46,3.10,233,232,,,,,
2020-12-09 13:58:16,2020-12-09 14:14:42,3.40,48,41,,,,,
2020-12-09 13:17:57,2020-12-09 13:28:37,3.24,79,140,,,,,
2020-12-09 13:31:58,2020-12-09 13:53:15,5.29,140,232,,,,,
2020-12-09 13:56:53,2020-12-09 14:01:54,1.02,148,79,,,,,
2020-12-09 13:00:32,2020-12-09 13:04:57,.62,234,90,,,,,
2020-12-09 13:11:48,2020-12-09 13:15:21,.86,68,48,,,,,
2020-12-09 13:29:00,2020-12-09 13:51:44,.37,238,238,,,,,
2020-12-09 13:54:14,2020-12-09 14:22:23,3.62,151,161,,,,,
2020-12-09 13:49:26,2020-12-09 14:01:39,2.44,140,74,,,,,
2020-12-09 13:08:48,2020-12-09 13:19:02,1.75,141,263,,,,,
2020-12-09 13:43:19,2020-12-09 14:00:50,3.33,239,234,,,,,
2020-12-09 13:03:52,2020-12-09 13:05:28,.24,239,239,,,,,
2020-12-09 13:17:50,2020-12-09 13:30:16,1.80,24,41,,,,,
2020-12-09 13:48:46,2020-12-09 14:17:19,2.80,238,140,,,,,
2020-12-09 13:21:06,2020-12-09 13:32:53,.70,107,170,,,,,
2020-12-09 13:37:39,2020-12-09 13:59:31,2.00,161,151,,,,,
2020-12-10 08:28:25,2020-12-10 08:36:09,1.10,264,264,,,,,
2020-12-10 08:53:15,2020-12-10 09:13:49,3.40,229,68,,,,,
2020-12-10 08:47:53,2020-12-10 08:55:54,1.24,68,249,,,,,
2020-12-10 08:15:02,2020-12-10 08:32:03,1.90,143,236,,,,,
2020-12-10 08:42:27,2020-12-10 08:57:07,1.80,142,161,,,,,
2020-12-10 08:29:51,2020-12-10 08:38:23,1.68,237,164,,,,,
2020-12-10 08:33:11,2020-12-10 08:42:31,1.72,141,75,,,,,
2020-12-10 08:48:53,2020-12-10 09:03:00,1.81,236,140,,,,,
2020-12-10 08:11:03,2020-12-10 08:37:30,3.68,141,137,,,,,
2020-12-10 08:43:40,2020-12-10 08:56:42,1.95,170,113,,,,,
2020-12-10 08:44:42,2020-12-10 08:54:52,.90,107,164,,,,,
2020-12-10 08:59:58,2020-12-10 09:19:40,2.50,170,236,,,,,
2020-12-10 08:46:58,2020-12-10 08:50:19,.32,141,141,,,,,
2020-12-10 08:18:49,2020-12-10 08:37:40,4.00,237,144,,,,,
2020-12-10 08:32:57,2020-12-10 08:39:15,.71,170,164,,,,,
2020-12-10 08:16:19,2020-12-10 08:23:32,1.00,237,140,,,,,
2020-12-10 08:55:50,2020-12-10 09:19:04,7.60,237,13,,,,,
2020-12-10 08:12:09,2020-12-10 08:22:00,2.35,140,75,,,,,
2020-12-10 08:29:30,2020-12-10 08:47:34,2.94,75,142,,,,,
2020-12-10 08:53:54,2020-12-10 09:04:17,1.84,48,249,,,,,
2020-12-10 08:24:37,2020-12-10 11:15:21,187.65,265,265,,,,,
2020-12-10 08:55:47,2020-12-10 09:24:46,5.25,186,256,,,,,
2020-12-10 08:12:56,2020-12-10 08:17:52,.95,140,141,,,,,
2020-12-10 08:13:39,2020-12-10 08:20:51,.66,262,236,,,,,
2020-12-10 08:35:36,2020-12-10 08:53:30,3.72,162,249,,,,,
2020-12-10 08:10:58,2020-12-10 08:25:52,1.92,246,161,,,,,
2020-12-10 08:57:51,2020-12-10 09:04:07,.76,161,100,,,,,
2020-12-10 08:13:02,2020-12-10 08:23:23,2.07,13,249,,,,,
2020-12-10 08:28:06,2020-12-10 08:39:20,1.85,234,162,,,,,
2020-12-10 08:39:45,2020-12-10 08:52:37,1.95,162,43,,,,,
2020-12-10 08:55:08,2020-12-10 09:01:16,1.12,43,43,,,,,
2020-12-10 07:59:57,2020-12-10 08:11:17,2.20,249,230,,,,,
2020-12-10 08:39:36,2020-12-10 08:49:10,1.41,186,249,,,,,
2020-12-10 08:56:32,2020-12-10 08:59:17,.62,234,186,,,,,
2020-12-10 08:09:55,2020-12-10 08:36:21,6.87,238,13,,,,,
2020-12-10 08:41:53,2020-12-10 08:56:30,4.02,261,230,,,,,
2020-12-10 08:15:51,2020-12-10 08:22:59,1.54,246,164,,,,,
2020-12-10 08:32:57,2020-12-10 08:47:41,2.88,50,113,,,,,
2020-12-10 08:42:09,2020-12-10 08:53:44,1.50,237,236,,,,,
2020-12-10 08:07:01,2020-12-10 08:11:38,.70,263,236,,,,,
2020-12-10 08:15:56,2020-12-10 08:19:08,.60,75,236,,,,,
2020-12-10 08:21:59,2020-12-10 08:28:39,.50,263,140,,,,,
2020-12-10 08:46:47,2020-12-10 08:56:05,1.40,74,236,,,,,
2020-12-10 08:32:13,2020-12-10 08:44:52,2.30,239,162,,,,,
2020-12-10 08:08:40,2020-12-10 08:22:22,2.51,137,232,,,,,
2020-12-10 08:35:48,2020-12-10 08:51:18,5.78,137,65,,,,,
2020-12-10 08:06:03,2020-12-10 08:11:22,.65,237,237,,,,,
2020-12-10 08:38:09,2020-12-10 08:54:19,2.39,236,161,,,,,
2020-12-10 08:55:16,2020-12-10 09:01:03,1.00,237,161,,,,,
2020-12-10 08:28:23,2020-12-10 08:38:47,1.67,140,43,,,,,
